halo_id,halo_mass,sum(stellar_mass),halo_mass+sum(stellar_mass)
3706900138127,10999488839680.00,184565596160.0,11184053944320.0
42200128127,13334092972032.00,450644279296.0,13784737382400.0
5149300042137,10851119529984.00,139419992064.0,10990539243520.0
282100115134,10255036579840.00,139878301696.0,10394914521088.0
3093600024131,15715142729728.00,240546922496.0,15955689209856.0
4108500051131,23612943761408.00,465519443968.0,24078463270912.0
4789000116127,21929293512704.00,484827037696.0,22414121500672.0
3782600116121,11801206980608.00,23971124.0,11801231097856.0
4349200034137,13404352806912.00,76552456.0,13404429352960.0
3783900130137,10726176456704.00,4913206272.0,10731090083840.0
5525900070127,13060857135104.00,258949070848.0,13319806124032.0
2768900097124,12982790651904.00,259825336320.0,13242616250368.0
3593900066131,11012503764992.00,244323975168.0,11256828264448.0
7258100053137,28663894507520.00,274482036736.0,28938376052736.0
2473900152134,16420349935616.00,143367602176.0,16563717537792.0
1045500093137,18830025818112.00,190257889280.0,19020283641856.0
5546900040137,14432238305280.00,340056080384.0,14772294647808.0
6508000176137,11371715493888.00,318452072448.0,11690168025088.0
2584800169121,16227784196096.00,599129063424.0,16826913259520.0
567200142121,12342626615296.00,175954935808.0,12518581862400.0
2427400092134,17547120345088.00,322603876352.0,17869725237248.0
2714400028127,10551776247808.00,441415368704.0,10993191092224.0
3475400157137,13274241302528.00,148330905600.0,13422571814912.0
5026400143127,13529260228608.00,316992061440.0,13846252093440.0
1173300112131,12719964028928.00,238214299648.0,12958178476032.0
3000900167131,15095809703936.00,355206430720.0,15451015872512.0
817600151124,22332640854016.00,475893268480.0,22808534974464.0
5461300172127,10970856423424.00,166418776064.0,11137274871808.0
929700167134,17094330548224.00,231468285952.0,17325798457344.0
2217400157134,14663837286400.00,221303111680.0,14885140299776.0
3666300036131,15421089513472.00,303452225536.0,15724542164992.0
3067800083124,22712567201792.00,361415114752.0,23073981988864.0
2509400131124,9880208408576.00,234809737216.0,10115018129408.0
4132400034134,18556789981184.00,243292585984.0,18800082681856.0
3754900082124,13110299590656.00,957795401728.0,14068095123456.0
5668600152127,11402950475776.00,191128797184.0,11594079666176.0
5786900180127,13844131872768.00,192169820160.0,14036301250560.0
1379000168131,11415965401088.00,239576481792.0,11655541948416.0
1781000112137,15348227112960.00,295451328512.0,15643678081024.0
913800165124,11884501663744.00,130713436160.0,12015215050752.0
2182700032131,10575203532800.00,213248753664.0,10788452433920.0
5836400154137,10093652344832.00,232920891392.0,10326573580288.0
2961400137131,13216992198656.00,179189710848.0,13396182302720.0
6064800044127,10075431239680.00,146490392576.0,10221921501184.0
4911700046127,20495458107392.00,209910464512.0,20705368342528.0
3603800071137,27459057614848.00,509830856704.0,27968887848960.0
4938100190127,11889707843584.00,364584960000.0,12254292475904.0
5992900164134,10320111206400.00,234635902976.0,10554746863616.0
5984100021137,11413362835456.00,455915962368.0,11869278437376.0
7200900071137,13435580448768.00,124863045632.0,13560443830272.0
175100157127,27963892432896.00,175768600576.0,28139661033472.0
5490400168127,41883275362304.00,471331995648.0,42354606080000.0
5150000031134,12863087312896.00,244702298112.0,13107789299712.0
2293700158121,26600317911040.00,549917163520.0,27150235205632.0
497300070131,29330067423232.00,830595858432.0,30160663347200.0
284300068131,15382056271872.00,219653652480.0,15601709875200.0
821300081124,12680929738752.00,220939157504.0,12901868896256.0
3499300155134,16516633329664.00,759148445696.0,17275781382144.0
2314800096124,9963503091712.00,514239266816.0,10477742587904.0
5173000035124,16555666571264.00,275900956672.0,16831567888384.0
3481600155127,14161605033984.00,421485084672.0,14583089594368.0
2127900067127,16256409272320.00,644463132672.0,16900872470528.0
311200099137,22035986120704.00,386769846272.0,22422755475456.0
4202000140137,12209874796544.00,322009825280.0,12531884097536.0
1421200069134,10780838723584.00,96980107264.0,10877818372096.0
2106800179131,11902722768896.00,206647197696.0,12109369835520.0
3459700107127,11530497163264.00,230792331264.0,11761289789440.0
4577600112131,12123976499200.00,315213807616.0,12439189979136.0
5751400131137,15439305375744.00,879694528.0,15440185131008.0
783000042131,18993966481408.00,536024612864.0,19529990144000.0
4512300064127,14976106364928.00,244615888896.0,15220722368512.0
2694700177121,11127035527168.00,100556726272.0,11227591868416.0
3746500034134,11595571789824.00,317116317696.0,11912688435200.0
5208600026134,16274625134592.00,337332240384.0,16611957276672.0
591200054137,10197771747328.00,200987443200.0,10398759649280.0
5159600021137,10150918225920.00,78515363840.0,10229433499648.0
1975600171131,21010703187968.00,266443685888.0,21277146349568.0
3169200123134,14510305837056.00,165838274560.0,14676144422912.0
1996900070127,13526658711552.00,254274584576.0,13780933148672.0
3321400024137,11642425311232.00,175102197760.0,11817527017472.0
7231700109137,11876692918272.00,349580001280.0,12226272428032.0
3533400131124,48089620545536.00,815075950592.0,48904695447552.0
2468300130137,12964574789632.00,300382781440.0,13264957210624.0
6783200095134,10510128906240.00,50840289280.0,10560969113600.0
887500167131,16087263477760.00,302730805248.0,16389994708992.0
6341600024127,10062416314368.00,123295924224.0,10185712074752.0
4716300181127,14481680760832.00,231724613632.0,14713405571072.0
7362000151127,10135299686400.00,124879233024.0,10260178796544.0
1572400067134,18686901485568.00,523420303360.0,19210321264640.0
3334300128137,12576840744960.00,353651720192.0,12930492923904.0
4292100080131,18481323966464.00,380357804032.0,18861682327552.0
684300057137,13149333880832.00,203165040640.0,13352498626560.0
